LoanAmount0,LoanPeriod0,Good,PredictedGood0
1200,5,0,-379
2000,4,1,292
7200,14,1,436
4700,9,1,398
24300,33,0,-322
9200,18,1,438
4500,9,1,439
9500,21,1,247
5600,13,1,453
3000,8,1,159
9200,21,1,436
4614,11,1,321
3500,9,1,132
4500,11,0,-336
43500,36,1,341
9200,18,1,523
1000,2,1,222
3000,6,1,364
6000,14,1,416
25500,33,1,369
10000,19,1,434
66480,44,1,238
6500,14,1,410
105200,51,1,394
9200,20,1,390
3500,9,1,269
5400,11,1,384
2000,6,0,234
6500,15,1,351
23860,32,1,222
10000,21,1,385
5000,10,1,421
4000,10,1,364
1080,5,1,142
750,4,1,621
18200,29,1,451
3000,6,1,469
8500,19,1,212
5700,14,1,455
800,2,1,376
4850,13,1,341
4850,12,1,208
5575,13,0,286
5575,13,0,265
4700,11,1,504
3000,6,1,477
53800,40,1,440
39400,34,1,399
5000,12,1,417
4700,11,1,340
45000,37,1,255
2800,8,0,-505
6000,14,1,405
3000,8,1,346
5500,11,1,297
4700,11,1,573
2000,6,1,260
23200,32,1,488
19475,29,1,72
5448,11,1,398
1667,6,1,329
2000,6,1,491
5000,12,1,425
2303,7,1,381
9350,21,1,418
4800,13,1,505
3132,9,0,27
5100,10,1,245
2450,7,0,420
3100,8,0,437
1000,4,1,414
2650,8,1,418
1108,3,1,414
1000,4,1,236
2100,7,1,-63
3000,6,1,339
4531,9,1,290
2000,4,1,492
6000,14,1,402
3000,8,0,-393
1200,5,1,410
2884,8,1,338
4500,11,1,519
889,4,0,395
1670,6,1,403
4000,10,1,401
9000,21,1,309
1800,6,1,521
2215,7,0,349
1500,5,1,294
2000,6,0,153
4000,10,1,604
1500,3,1,441
5000,10,1,546
500,4,1,440
6900,16,1,364
2150,7,1,510
1300,5,1,461
700,4,1,329
14500,24,1,405
2000,6,1,505
3500,9,1,441
7250,16,1,453
2700,8,1,505
3402,9,1,293
2000,6,1,462
3000,8,0,-466
10000,21,1,262
6500,16,1,364
1000,4,1,285
543,2,1,276
2000,6,1,385
8000,18,1,433
6000,14,1,405
5607,13,0,-163
9200,18,1,384
2600,8,1,439
4650,9,1,450
2200,7,1,343
6100,14,1,495
1626,6,1,303
1897,4,1,464
3316,9,1,449
6000,14,1,99
1800,4,1,363
8000,16,1,501
1000,4,1,416
8100,18,1,470
1007,5,1,492
15000,25,1,351
7000,14,1,360
4561,11,0,-436
1000,2,1,600
2230,7,1,304
2200,5,1,580
6600,13,1,414
2000,6,1,354
923,4,1,324
1500,3,1,422
13000,23,1,384
2759,8,1,330
1500,5,0,601
13250,26,1,405
3000,8,0,-283
2500,7,1,435
5000,12,1,570
1800,4,1,375
10000,22,1,436
1300,5,1,451
2060,5,1,577
1200,5,0,-486
4000,10,1,433
5000,12,1,453
3000,6,1,505
706,4,1,474
543,4,1,495
7500,15,1,453
500,4,1,548
1000,4,0,-532
10000,20,1,308
7000,14,1,348
12000,24,1,487
1000,4,1,404
1000,4,1,418
10100,22,0,306
1000,4,1,442
3000,6,1,313
2500,7,1,328
5500,13,0,-253
4000,10,0,-395
1000,4,0,-431
1301,5,1,533
4000,10,0,142
543,4,1,521
4500,9,1,456
1500,5,0,317
7600,17,1,415
4000,10,0,-352
1200,5,0,-390
7000,16,1,405
50800,40,1,102
4700,11,1,262
1100,3,1,280
2000,4,1,419
4000,10,1,375
8000,16,1,237
4000,10,1,429
17400,27,1,336
2000,6,1,394
1300,5,1,440
4000,10,1,356
6000,14,1,448
33800,34,1,400
12200,22,1,288
1000,4,1,371
32300,33,1,328
1200,5,1,198
4800,10,1,319
9750,19,1,263
4700,11,1,377
2000,6,1,113
9200,20,0,-396
500,4,1,485
24300,33,1,247
550,4,1,420
53800,41,1,155
2000,6,0,-634
2000,6,0,-557
9200,20,1,401
1050,5,0,-481
5700,11,1,480
7600,17,1,519
4700,9,1,517
43500,41,1,381
45000,35,1,314
2500,7,1,478
6600,13,1,476
1000,2,1,212
1106,3,1,501
2000,4,1,398
4350,11,1,588
19600,29,1,374
7000,14,1,453
33800,34,1,532
5000,12,1,543
5250,13,0,-323
12200,25,1,515
1200,3,1,374
18200,30,1,360
3850,10,1,356
3000,6,1,570
85500,50,1,352
9200,21,0,193
9200,21,0,292
58000,39,1,420
4500,9,1,505
3000,8,1,416
24300,34,1,540
5700,13,0,254
5000,12,1,453
1000,4,1,471
18200,29,1,323
2500,7,1,319
4000,10,1,364
10000,19,1,453
10000,21,1,301
4000,10,1,288
1000,4,1,632
24300,32,0,-306
3000,8,1,463
3308,7,1,551
2000,4,1,543
1667,6,0,-382
1082,5,1,582
1082,5,0,-347
1200,5,1,551
1113,5,1,579
6500,15,1,333
3700,10,1,493
2000,6,0,-440
3000,6,1,510
1670,6,1,472
1084,3,1,408
4500,9,1,474
5500,13,1,530
10000,19,1,354
800,2,1,523
1000,4,1,612
4000,10,1,364
1000,2,1,505
11000,22,1,433
5500,13,1,-69
1084,5,1,529
1405,3,1,429
814,2,1,487
1000,4,1,600
1500,5,1,431
1626,4,1,451
500,4,0,-306
6000,12,1,406
7000,15,1,539
4000,8,1,323
2500,5,1,485
1672,4,1,608
1500,5,0,-197
2500,7,1,612
5000,12,1,544
3000,6,1,478
2000,6,0,-456
1500,5,0,-70
869,2,1,294
2000,6,1,396
3000,6,1,443
1000,2,1,504
543,4,1,426
3000,8,0,384
1000,4,1,441
3418,9,1,433
2000,6,1,543
1500,3,1,611
3000,8,0,137
4000,10,1,530
2700,6,1,386
5750,13,1,469
543,2,1,508
760,4,1,380
5000,10,1,398
4423,11,1,499
14500,26,1,462
5000,12,1,428
4000,10,1,513
2168,5,1,294
6000,14,1,505
1157,5,1,505
6400,15,0,551
8000,16,1,337
543,4,1,449
2000,6,1,562
4500,9,1,528
5000,12,1,395
10000,21,1,487
652,4,1,602
1084,3,1,517
2314,7,1,473
3000,8,1,247
2000,4,1,340
6000,12,1,350
2000,6,1,150
2000,6,0,-599
10000,21,1,220
1900,6,0,265
18900,32,0,-487
4500,11,0,-448
50800,36,1,35
1000,4,0,-615
3700,8,1,300
1500,3,1,164
4700,11,0,-446
4000,8,1,259
1000,4,1,247
1000,4,0,-550
3000,8,0,19
2500,7,0,-628
9200,21,0,-422
47900,39,0,-497
1000,4,1,207
3000,8,0,-586
750,4,1,534
6000,14,1,419
2200,7,0,-427
4700,11,0,-284
1000,4,0,-424
4500,9,1,343
39300,36,1,440
4700,12,0,-258
5600,13,0,402
1000,4,0,-321
12200,23,1,275
6200,14,1,416
3500,9,1,481
13800,27,0,199
8000,18,1,413
1000,4,0,-414
1000,4,0,-414
2560,7,1,330
3500,9,0,-456
43500,38,0,168
2000,6,0,471
1000,4,1,402
1000,4,0,-411
4110,10,0,116
1250,3,1,308
2000,6,1,451
85500,46,0,84
58000,40,1,292
56400,41,0,63
5000,10,1,446
4700,11,1,583
2500,5,1,424
2000,4,1,458
3500,9,1,372
6000,14,1,385
7200,14,1,268
500,4,1,583
1000,2,1,372
4700,11,0,175
1500,5,1,449
1700,6,1,243
16345,28,0,416
1000,4,0,-436
6760,15,1,329
700,4,0,-277
6150,12,1,466
300,3,0,-280
3500,9,1,530
6000,14,0,-375
1000,4,0,207
1000,4,0,-330
542,4,0,394
1000,4,1,320
2000,6,0,231
2400,7,1,449
4000,10,1,389
1300,5,1,419
1000,2,1,436
3000,8,1,253
4770,12,1,344
1084,3,1,501
2000,6,1,308
540,4,1,311
5100,12,1,339
3100,8,1,219
5500,13,0,-417
3416,9,0,-416
1600,4,1,274
3757,10,1,233
1200,3,1,515
1500,3,1,189
3000,8,1,157
5400,13,0,-459
1800,4,1,403
543,4,1,591
1301,5,1,429
6700,14,1,265
1200,5,1,404
2500,5,1,399
2700,8,1,478
1079,5,0,-460
3000,8,1,615
1000,2,1,350
1000,4,1,324
543,4,0,-298
3650,10,1,272
869,4,1,549
2300,7,1,573
1000,2,1,440
887,4,1,535
3300,7,1,395
2786,8,0,-297
2230,7,0,343
1032,5,1,394
3500,9,0,-470
4333,9,1,232
1000,2,1,337
760,2,1,410
3000,8,0,-227
4000,10,1,167
2000,4,1,225
2750,8,1,365
8000,18,1,374
4500,11,0,443
900,4,0,-125
2500,7,0,18
5135,12,0,-440
5000,10,1,494
1735,4,1,579
10000,21,1,444
3700,8,1,239
5000,12,1,370
1000,4,0,-397
5000,12,1,272
5000,12,1,316
9500,21,1,300
1000,4,1,611
652,4,1,415
4736,12,1,262
8100,18,1,88
4900,12,1,528
4000,10,0,-413
5693,13,1,495
3800,10,1,375
4000,10,1,52
3200,9,1,160
4000,10,1,260
1000,4,1,270
7000,14,1,102
4700,11,1,426
1200,5,1,450
4600,11,1,291
2000,6,1,334
1700,4,1,330
3000,6,1,291
500,2,1,485
4700,9,1,285
4700,11,1,443
1000,4,1,326
27900,37,1,291
500,4,1,598
6000,14,1,417
10000,22,1,401
6500,14,1,340
6500,15,1,247
25900,35,1,342
4500,11,1,412
4700,9,1,418
1300,5,1,424
1000,4,1,531
1000,2,1,495
1000,4,0,288
4175,8,1,457
2000,4,1,421
2300,7,1,447
1100,5,0,-513
1100,5,0,-513
6000,14,0,339
24300,32,1,436
4700,11,1,363
1000,4,0,-537
10000,20,1,302
3500,9,1,424
1600,6,1,380
2050,6,0,-55
3000,8,0,221
3150,7,1,391
2000,4,1,313
1200,5,1,212
9200,23,1,186
600,4,0,-524
5000,10,1,385
6600,15,1,552
4000,8,1,516
40500,37,1,437
3000,6,1,364
10000,21,1,462
1000,4,1,412
9700,21,1,500
1500,3,1,433
6000,14,1,365
3000,8,1,198
106150,51,0,389
500,4,1,277
6200,14,1,385
700,4,1,580
7500,17,1,452
10000,20,1,454
12000,21,1,343
1000,4,0,-377
3600,9,1,258
2000,6,1,343
1500,5,1,320
2750,8,1,551
40400,38,1,254
2000,6,1,478
150900,60,1,95
26600,33,1,182
3600,9,1,402
87700,49,0,414
33800,34,1,246
1350,5,0,515
1650,4,1,368
3000,8,0,-387
1000,4,1,407
1850,6,1,329
500,4,1,555
45750,35,1,284
4000,10,1,385
1200,5,1,147
1000,2,1,264
1500,3,1,391
4700,11,1,164
1000,4,1,488
1000,4,1,474
2000,6,0,350
2250,7,1,303
6000,14,1,535
500,4,0,-510
6600,13,1,362
1000,4,1,353
5500,14,1,322
1300,5,1,403
850,4,1,419
1259,5,1,384
1500,5,0,-407
300,3,0,250
8500,20,1,302
2500,7,1,474
1200,5,1,192
1000,2,1,403
10000,19,1,374
1200,5,1,384
4500,11,1,342
5000,12,1,405
7000,14,1,398
8800,17,1,592
6400,15,1,482
37200,35,1,166
1000,4,0,314
127700,55,1,420
7000,14,1,392
1400,3,1,492
900,2,1,520
5750,11,1,433
1850,4,1,113
5000,12,1,255
1500,5,1,253
2000,4,1,436
3000,6,1,405
1530,6,1,366
1000,2,1,471
700,4,0,-563
2500,7,1,493
2800,6,1,384
4000,10,0,-423
4000,8,1,292
2475,7,1,454
1000,4,1,515
3500,9,1,460
500,2,1,386
5500,11,1,388
1100,3,1,384
4500,11,1,317
4500,11,1,582
1350,5,1,412
500,4,0,160
3600,9,1,433
5000,10,1,213
2000,6,1,419
500,4,1,416
4000,8,1,420
4400,11,1,364
4200,9,1,544
4400,9,1,469
1300,5,1,202
4400,9,1,71
4250,12,1,431
5000,12,1,436
1600,6,1,639
6500,15,1,385
1200,3,1,325
3100,6,1,361
5000,12,1,378
1550,6,1,224
10000,19,1,456
7500,15,1,384
6845,14,1,418
1500,5,1,200
1000,4,1,348
4500,11,1,374
4350,11,1,316
10000,22,1,433
6200,14,1,351
5000,10,1,519
1550,6,0,339
1500,5,1,416
3000,8,0,514
2750,6,1,34
500,4,1,416
800,4,1,436
3500,7,1,505
1084,5,0,384
5000,12,1,615
3500,9,1,501
8454,19,1,323
8500,20,1,454
3000,6,1,491
3200,7,1,550
10000,20,1,416
5500,11,1,190
3200,9,1,513
3000,6,1,513
5000,10,1,511
2300,5,1,546
5300,13,1,496
500,4,1,551
10000,19,1,343
2270,5,1,523
6000,13,1,582
3700,10,0,140
700,4,1,575
1000,4,1,486
1000,4,0,302
4250,11,0,415
500,4,1,575
3500,9,1,243
12251,25,1,371
6250,14,1,416
4500,11,1,512
10000,19,1,561
1500,5,1,364
3000,8,1,384
550,2,1,467
2200,7,1,350
4800,12,1,405
2000,4,1,426
7000,16,1,416
9000,20,1,384
6000,12,1,384
1500,5,1,470
5250,13,1,474
3000,8,0,-367
600,4,0,109
15000,26,1,505
3500,9,1,364
750,2,1,364
3500,9,1,381
800,4,1,393
3000,8,1,453
6000,12,1,401
1170,3,1,202
1000,2,1,622
3400,7,1,550
8500,17,1,384
8100,16,1,433
10000,21,1,405
1000,2,1,492
500,2,1,366
8000,16,1,325
1200,5,1,551
1080,3,1,474
2116,5,1,475
6100,14,1,454
4800,12,1,433
4000,10,1,436
1200,3,1,694
10000,20,1,433
500,4,0,212
5684,13,1,343
4000,10,1,457
1200,3,1,378
10000,20,1,454
543,4,1,402
500,4,1,609
2000,6,0,384
1672,6,1,499
5000,10,1,433
2400,7,1,489
5000,13,1,513
4000,10,1,326
7000,16,1,364
2000,6,1,434
7500,17,1,482
2000,6,1,427
1500,5,1,323
2700,8,1,398
8150,16,1,433
3000,6,1,172
3500,7,1,374
2200,7,1,349
3000,8,1,413
6000,14,1,436
2180,5,1,495
4500,11,1,492
5000,10,1,433
3000,6,1,350
2500,7,1,503
12000,24,1,372
10000,19,1,525
3500,9,1,403
6000,14,1,416
758,4,1,443
2169,5,1,539
12000,24,1,405
5000,12,0,283
5000,10,1,405
9000,20,1,418
4900,12,1,454
6000,14,1,560
7000,17,1,405
1000,4,1,502
3300,9,1,260
4000,10,1,352
9000,19,1,590
7000,16,1,283
700,2,1,455
1035,3,1,141
1000,4,1,374
4000,10,1,615
7000,16,1,474
3000,6,1,611
5000,10,1,454
500,4,0,129
5000,12,1,364
1450,5,0,227
5500,13,0,239
2500,7,1,496
1200,5,1,628
600,4,1,540
779,4,1,459
1500,3,1,349
6600,15,1,505
3000,6,1,405
2000,4,1,339
2230,7,1,491
3450,9,0,-351
1800,6,0,-363
3500,9,1,384
652,4,1,539
652,4,1,428
3000,6,1,491
4424,9,1,380
4000,10,1,505
3000,6,1,430
11350,23,1,474
1300,5,0,530
3850,8,1,594
500,4,1,484
3000,8,1,519
5000,11,1,364
7414,17,1,472
3000,9,1,581
1996,4,1,460
5340,11,1,385
6000,13,1,492
5000,12,1,563
4000,10,1,528
5000,13,1,428
1000,2,1,467
652,4,0,443
3000,8,1,472
1248,5,0,247
8000,18,1,439
2500,7,1,559
3000,6,1,545
779,4,1,466
2500,7,1,474
2000,6,1,472
2500,7,1,380
500,4,1,517
896,2,1,482
5000,12,1,567
1000,4,1,328
3000,8,1,614
3000,8,1,598
6000,14,1,507
500,4,1,706
1829,6,1,587
1115,3,1,562
1250,3,1,495
672,4,1,553
32300,35,1,65
10000,21,0,282
6000,12,1,379
1000,2,1,336
1000,4,1,177
900,4,0,-636
9200,20,1,360
6300,15,0,317
1600,6,0,-587
7600,17,1,277
30400,34,1,360
6600,15,1,375
1800,6,1,246
3000,8,1,360
2700,6,1,217
126200,55,0,148
8500,19,1,391
800,2,1,339
2500,7,1,403
4000,10,1,437
2500,5,1,484
30800,34,1,44
1800,6,0,-17
5000,12,0,-667
3000,8,1,248
11300,23,1,408
3000,6,1,485
8050,18,1,369
500,4,1,625
105200,50,1,327
7500,15,1,505
12200,22,1,601
1500,5,0,147
5000,12,1,336
10000,21,1,453
1500,5,1,489
9000,19,1,320
3700,10,0,265
23100,32,1,466
2600,8,0,-523
2500,7,1,534
1400,3,1,416
18200,32,1,399
10000,21,1,364
1500,3,1,445
10000,20,1,219
12200,22,1,442
10000,19,1,465
1500,5,1,480
3000,8,1,363
6100,12,1,364
8600,17,1,474
500,2,1,590
5600,13,1,445
5600,13,1,493
1400,5,1,549
10000,22,1,505
2400,7,1,629
1000,4,1,400
1000,2,1,283
7500,17,1,482
2200,7,0,-426
6000,14,1,612
6500,15,1,560
2900,6,1,436
800,2,1,691
6000,14,1,505
13350,23,1,484
11600,24,1,481
2000,6,1,590
6500,13,1,551
7200,14,1,494
1000,4,1,449
6500,15,1,398
1000,4,1,541
600,4,1,591
10000,19,1,453
5000,12,1,394
5000,12,1,523
3000,8,0,-531
1200,3,1,530
7700,17,1,519
23200,32,1,324
30400,34,1,448
3000,6,1,611
1000,2,1,581
6141,12,1,239
542,4,1,421
1000,2,1,560
6000,12,1,343
2000,4,1,595
6852,14,1,274
1000,2,1,677
1000,4,1,427
1500,3,1,530
1000,4,1,570
1000,2,1,612
5672,14,1,351
1500,5,1,382
7717,15,1,463
5000,12,0,187
5000,12,0,306
800,4,1,449
500,4,0,-412
2500,5,1,306
6000,14,1,436
3000,6,1,379
2000,4,1,622
5000,12,1,416
6000,14,1,454
1500,5,1,501
2562,7,1,532
7000,16,1,513
8000,16,1,343
800,4,0,139
1000,4,1,544
12500,22,1,433
3400,9,1,353
869,4,1,374
2453,7,1,520
3500,7,1,474
2800,8,1,533
2000,6,1,428
1518,3,1,304
3874,10,1,402
3100,8,1,544
3000,6,1,433
1000,2,1,532
8000,19,1,384
7600,15,1,322
3418,9,1,404
1200,5,1,649
8700,17,1,435
543,2,1,525
1200,3,1,663
1084,5,1,359
4000,8,1,533
4000,10,1,405
5048,10,1,488
2000,6,1,402
7500,17,1,343
5000,12,1,364
14000,23,1,405
8500,19,1,272
3000,6,1,553
1672,6,0,502
2675,8,1,377
8291,17,1,326
2230,7,1,551
7000,16,1,485
1000,2,1,592
5000,10,1,433
2700,8,0,146
5000,12,1,454
543,4,0,519
1000,4,1,394
14000,25,1,364
5000,10,1,543
3000,8,1,485
5000,12,1,540
3100,8,1,456
2230,7,1,338
1425,5,1,741
1084,3,1,535
543,4,1,395
5000,10,1,559
6000,12,1,345
3000,6,1,215
6600,15,1,216
1500,5,1,547
8000,16,1,1
5000,12,1,261
2000,4,1,329
5000,10,1,268
32300,37,1,78
10000,20,1,369
7600,15,1,167
24300,33,0,260
80000,42,1,130
3000,6,1,340
5000,10,1,260
5700,13,1,185
6600,13,1,308
500,4,1,568
4700,9,1,426
10000,19,1,304
3000,6,1,260
4000,10,0,113
3000,8,0,400
43500,37,1,212
4700,12,1,457
4300,9,1,391
5000,10,1,270
12200,24,0,-14
4700,11,1,221
12450,26,1,272
58000,38,1,321
50800,38,1,175
1000,4,1,454
1500,3,1,600
143800,60,0,148
1000,4,0,-106
1200,5,1,589
4700,11,1,430
4700,11,1,343
500,4,1,556
9000,19,1,471
3000,8,1,433
1000,2,1,485
5000,12,1,325
7000,16,1,364
750,4,1,342
20250,32,1,344
5700,13,1,441
4800,10,1,560
3000,8,0,315
92700,47,1,437
1500,3,1,402
4700,11,1,519
3000,6,1,474
3000,8,1,199
44450,38,1,438
26700,33,1,239
10000,21,1,433
3000,8,1,500
1000,2,1,629
33800,35,0,286
4700,11,1,311
2600,8,1,414
1000,4,1,529
142750,53,1,115
5000,10,1,453
3000,8,1,275
5000,10,1,405
1500,5,0,-240
2500,7,0,-377
4950,12,1,433
4100,10,1,471
1600,4,1,464
5000,10,1,461
18200,31,1,269
1600,4,1,433
2000,6,0,282
12200,24,1,450
5400,13,1,269
51300,39,1,474
6100,14,1,364
3000,8,0,173
12200,22,1,573
2200,7,1,479
5500,13,1,433
5500,13,1,305
2700,8,1,453
1500,5,0,-592
2000,6,1,433
3100,8,1,344
11200,23,1,459
2800,6,1,169
5000,12,1,483
7500,18,1,485
7000,16,1,354
33800,32,1,368
4700,9,1,403
540,4,0,-479
33800,34,1,482
3308,9,0,-284
3050,8,1,537
2000,6,1,403
7000,16,1,275
2100,7,1,523
500,4,1,680
4946,12,1,443
800,4,1,553
500,4,1,418
2779,8,1,419
500,2,1,528
1000,4,0,434
2000,4,1,551
2400,7,1,454
4260,11,0,-484
4260,11,0,-484
4260,11,0,-484
700,2,1,323
1500,3,1,403
651,2,1,547
9000,18,1,247
868,2,1,532
10000,20,1,195
1800,6,1,520
3411,9,1,239
6012,12,1,260
3512,9,1,409
889,2,1,468
10000,21,1,385
3500,9,1,561
543,4,1,604
5512,13,1,333
1200,3,1,406
2624,8,1,450
2500,7,1,676
6126,14,0,-12
6551,15,1,495
977,4,1,187
7000,16,1,505
5000,10,1,364
7600,18,1,189
4000,10,1,385
5500,11,1,56
5000,10,1,399
5672,11,1,248
11343,23,1,244
7000,16,1,354
6352,15,1,230
2226,5,1,490
5200,10,1,326
2000,4,1,385
4000,10,1,354
2500,7,1,505
2500,7,1,364
5000,10,1,374
2228,5,1,513
5250,14,1,269
2000,6,1,543
1750,6,1,472
1200,3,1,89
1000,2,1,296
4500,11,1,212
1393,5,1,429
3985,8,1,190
1000,4,1,410
2229,7,1,358
11250,23,1,436
2229,5,1,501
5000,12,1,531
1000,4,1,268
10000,21,0,384
2000,6,1,-145
500,4,1,681
5858,12,1,400
5833,12,1,310
6821,15,1,422
4000,10,1,297
3418,9,1,478
3000,6,1,500
3418,9,1,403
2786,8,1,480
8200,16,1,505
1663,4,1,247
11000,22,1,390
652,2,1,213
15000,24,1,405
12500,24,1,385
543,4,0,-305
1109,5,0,421
525,4,1,519
1663,6,1,365
584,2,1,469
1774,6,1,355
5500,13,1,455
8000,19,1,305
7970,19,1,384
6168,13,1,311
6168,14,0,373
8589,18,1,233
9500,22,1,485
1000,4,1,310
1200,3,1,354
2230,5,1,541
10339,23,1,385
1000,2,1,582
1000,2,1,561
4000,10,1,530
3800,10,0,433
3800,8,1,402
1000,2,1,623
3500,9,1,441
3500,7,1,453
7500,17,1,295
685,4,1,221
8500,17,1,254
13500,23,1,286
760,2,1,281
5500,13,1,361
6000,12,1,565
1700,6,1,505
4850,12,1,80
2500,5,1,535
5500,11,1,418
500,4,1,641
9500,19,1,508
2000,6,1,280
1400,5,1,281
500,2,1,645
2500,5,1,392
3000,8,1,438
4000,8,1,636
1500,3,1,635
6600,15,1,232
12200,24,1,474
71300,43,0,111
2000,6,1,329
17000,28,1,399
11600,23,0,-452
4600,11,0,-441
500,4,1,417
18400,28,1,147
45000,36,1,329
3000,6,1,327
3000,8,1,168
4000,10,1,431
4700,11,0,-435
4700,9,1,253
5700,13,1,469
3000,6,1,450
2000,6,1,324
700,2,1,339
5000,12,0,-556
6000,14,1,379
9200,20,0,214
5000,10,1,322
3000,6,1,364
850,4,0,-205
12900,25,1,480
500,4,1,533
6000,14,1,490
6000,14,1,332
700,2,1,454
4700,11,1,376
10000,21,1,327
2000,6,1,306
2000,6,1,543
4700,11,1,567
600,2,1,571
24300,33,0,-271
500,4,1,690
5000,12,1,385
4700,11,1,377
17400,29,0,-338
18200,31,0,-328
10000,21,1,401
2000,4,1,370
5700,11,1,571
542,4,0,-277
8500,19,1,579
2000,6,1,433
33800,35,0,-406
750,4,1,521
5000,10,1,454
1250,5,1,613
45000,36,1,326
1500,5,1,584
1500,3,1,570
500,4,1,612
1000,4,1,535
5000,10,1,515
5000,12,0,564
542,4,0,-324
1438,5,0,-378
2500,7,0,106
4000,10,0,223
7000,14,1,362
1500,5,0,-492
757,4,1,554
4000,10,1,581
542,4,0,-294
3500,9,1,381
1659,6,1,489
4548,11,1,368
1000,4,1,546
1113,5,0,-284
5500,11,1,290
1000,4,1,396
1000,2,1,385
5000,12,1,433
7500,16,1,447
2226,7,1,356
1084,5,0,-317
1000,2,1,706
3000,8,1,493
9801,23,1,503
2000,6,1,523
2400,5,1,416
750,4,1,441
2226,7,0,-294
543,4,0,326
4500,11,0,-375
2000,6,0,464
4500,11,1,388
2000,6,1,390
12251,25,1,355
543,2,1,444
2000,6,0,438
869,4,1,566
760,4,1,326
5000,10,1,468
2228,5,1,558
3000,8,0,364
4250,9,1,543
1000,4,1,559
3000,8,1,523
3000,8,1,416
7021,14,1,73
2000,6,1,448
5000,12,1,384
1672,4,1,533
1084,5,1,411
800,4,1,421
3000,8,1,164
1084,5,1,554
11500,23,1,319
1200,5,1,433
1000,4,0,498
1200,3,1,367
5519,11,1,314
2000,6,1,373
2600,8,0,-247
4000,10,1,416
800,4,1,559
3600,7,1,396
4000,8,1,505
1084,3,1,425
3418,9,0,238
543,4,0,464
1551,4,1,371
2500,7,0,-364
1109,5,0,75
4000,10,1,552
2230,7,0,-268
5000,10,1,323
10000,21,1,326
2500,7,1,541
2000,6,1,612
1084,3,1,495
4561,11,1,147
1663,6,0,272
2787,8,0,-518
3500,7,1,410
760,4,1,504
3000,6,1,282
13000,24,1,495
1000,4,0,-413
6500,15,0,384
815,4,1,116
4000,10,1,612
3600,7,1,570
1193,5,1,408
500,4,1,697
543,4,1,385
10000,19,1,400
4713,12,0,343
6500,15,1,505
1000,4,1,598
4000,8,1,696
1000,2,1,428
3800,10,1,228
3500,9,1,508
10000,21,1,508
5650,13,1,490
5000,10,1,508
4500,11,1,536
700,4,0,159
9700,21,1,250
2200,5,1,441
1000,4,1,421
1500,3,1,357
1000,4,1,516
9000,19,1,340
71300,44,1,251
500,4,1,565
6000,14,1,291
4700,9,1,373
10000,21,1,230
600,4,0,-433
1200,5,1,391
2300,7,0,-411
5000,10,1,459
24300,30,1,274
1000,4,1,361
500,2,1,467
9200,20,1,441
5000,10,1,474
3000,6,1,484
10000,21,1,405
1000,2,1,485
122600,54,1,343
1000,4,0,28
6000,14,1,405
2000,6,1,535
500,4,0,-192
3500,9,1,552
10000,21,1,434
1000,4,1,472
6000,12,1,384
6000,14,1,394
2400,7,1,454
4700,9,1,262
4700,9,1,433
18200,30,1,546
2000,6,0,241
1112,5,1,401
10000,19,1,364
4000,10,1,436
3600,9,0,-327
4500,11,0,274
6000,14,1,405
5000,12,1,453
2600,8,1,523
3500,9,1,453
10000,19,1,454
1200,3,1,483
1000,4,1,374
8000,18,0,-334
2000,6,1,474
1000,4,0,361
3500,9,1,368
5000,12,0,-284
7500,17,0,370
700,4,1,349
1500,3,1,474
3200,7,1,453
500,4,0,193
1082,5,1,439
5000,12,0,239
1000,4,1,611
5100,10,1,437
5100,12,1,347
6000,14,1,384
4775,12,1,482
4000,8,1,523
543,2,1,535
5500,13,1,344
3000,8,0,147
1200,3,1,344
1000,2,1,364
543,4,1,560
4000,10,1,584
1500,3,1,305
500,4,0,-469
2228,7,1,443
3000,8,1,511
5000,12,1,493
1108,3,1,455
5000,12,1,405
1000,4,1,469
2300,5,1,353
3411,9,1,435
2000,6,1,538
2500,7,1,497
1500,5,1,646
1200,5,1,463
12500,24,1,454
6200,12,1,406
1084,5,0,291
3000,8,0,384
5000,10,1,405
3000,8,1,364
15000,26,1,434
3400,9,1,532
4000,10,1,305
1000,4,1,581
2000,6,1,629
10000,21,1,384
500,2,1,741
3000,6,1,544
1800,6,1,358
9000,18,1,325
11000,22,1,364
1000,4,1,681
10000,19,1,495
10000,22,1,374
2000,6,0,-313
500,4,0,-52
1000,2,1,287
12000,23,1,560
5600,13,1,384
4500,11,1,523
6000,14,1,433
8000,18,1,392
1200,5,1,531
5350,13,0,416
2200,5,1,612
500,4,0,-426
543,4,1,638
2000,4,1,487
4000,8,1,587
7000,14,1,418
4500,11,1,618
45750,37,0,-134
8500,17,1,205
2500,7,1,267
8000,18,0,215
2700,6,1,391
32300,33,1,181
4700,10,1,168
33800,32,1,259
500,4,0,74
2600,8,1,347
5000,12,1,330
3500,9,1,339
10000,21,1,163
2000,6,1,485
5000,10,1,182
1500,5,0,-519
2000,6,1,243
1000,4,0,87
2000,6,0,-538
1500,5,0,279
500,4,1,372
1000,4,0,120
14600,27,1,570
5000,12,1,364
71300,43,1,390
1000,4,0,198
3000,6,1,510
500,4,0,272
24300,33,1,171
9905,22,1,308
4000,10,1,433
2000,6,0,-469
1200,5,0,160
6000,14,1,442
2500,7,1,448
4000,10,1,306
6500,15,1,291
16200,27,1,-42
