LoanAmount0,LoanPeriod0,Good,PredictedGood0
5000,10,1,481
19400,31,1,75
58000,40,1,340
5250,13,1,402
21250,32,1,241
32300,36,1,291
33800,34,1,395
10000,22,1,339
8000,18,1,285
68200,42,1,326
3500,7,1,391
6000,14,1,396
8975,20,1,351
1000,4,1,337
1000,4,0,-412
1000,4,1,122
18200,28,1,298
27475,31,1,215
1500,5,1,380
500,4,1,404
500,4,0,-560
4600,9,1,413
12200,24,1,315
4600,9,1,463
500,4,0,258
32300,36,1,337
3000,8,0,350
7600,16,1,601
1300,5,0,269
1500,5,1,395
9200,20,1,434
800,4,0,202
4250,9,1,505
1500,5,1,420
30400,32,1,537
2500,5,1,513
32300,34,1,434
3000,8,1,512
600,4,1,364
71700,44,1,420
1000,4,1,350
3100,8,1,523
10000,19,1,394
5700,13,1,341
2000,6,1,454
38700,38,1,326
9200,20,1,550
2000,4,1,527
5780,14,1,385
4200,9,1,436
4250,11,1,254
5000,12,1,416
2000,6,1,254
24300,32,0,375
4000,8,1,536
5750,13,1,454
2700,8,1,245
5000,10,1,552
43500,38,0,502
7500,15,1,355
3500,7,1,375
3500,9,1,367
2350,7,1,413
10000,19,1,485
3000,8,1,441
43100,36,0,338
1600,4,1,405
19180,33,1,344
4300,9,1,454
1500,3,1,492
1500,3,1,541
1500,5,1,330
6800,16,1,405
4500,11,1,505
87700,44,1,351
12750,24,1,450
500,4,1,524
5000,12,1,511
10000,22,1,350
2000,6,0,-396
9000,18,1,433
2000,6,0,223
1100,5,1,607
541,4,1,591
4000,8,1,325
12200,25,1,500
5300,13,1,348
18200,29,1,442
500,2,1,453
21900,32,1,601
4677,11,0,166
3508,9,1,355
3000,8,1,405
4000,8,1,364
3500,7,1,381
5000,12,1,659
3500,7,1,314
6000,12,1,441
5500,11,1,270
1000,2,1,591
1100,5,1,264
1058,5,0,298
3000,6,1,486
5000,12,1,424
5000,12,0,248
1900,4,1,441
1500,3,1,640
2308,7,1,414
4075,8,1,369
1250,3,1,571
4000,8,1,523
8300,18,1,370
2550,5,1,418
500,2,1,299
900,2,1,547
1248,3,1,351
1000,4,1,391
3456,9,1,246
3979,8,1,395
5000,12,1,384
3000,8,1,531
4600,9,1,405
1200,3,1,505
5700,13,1,441
5000,12,1,523
7350,16,1,315
6979,17,1,333
2226,7,1,356
1000,2,1,660
2000,4,1,474
4000,8,1,404
610,4,1,471
6000,14,1,436
4050,8,1,405
8000,18,1,505
2308,7,1,384
3800,10,1,385
543,2,1,387
10000,21,0,317
2750,6,1,281
5000,12,0,-441
3000,8,1,501
543,4,1,515
5000,12,0,-476
1626,6,1,533
1500,5,0,-474
5000,10,1,355
4000,8,1,298
8810,19,1,288
1500,5,1,453
3930,8,1,474
3200,9,1,560
3707,10,1,166
1200,5,1,467
2228,7,0,236
6000,15,1,362
1084,3,1,428
12000,22,1,433
1084,5,1,462
652,4,0,-297
4000,10,1,416
1084,5,1,449
1626,4,1,381
2891,6,1,418
5684,13,1,181
7390,17,1,195
3000,8,1,-38
3000,6,1,470
2229,7,0,-354
6678,15,0,-473
8005,18,0,256
1250,5,1,643
4000,8,1,433
542,2,1,426
1337,5,1,457
3703,10,1,363
1500,5,1,393
3500,7,1,567
2500,7,1,115
2229,7,1,536
1104,5,1,571
1000,2,1,589
3200,7,1,263
3500,9,1,530
15000,27,1,416
4000,10,1,436
1084,3,1,430
6000,12,1,455
3418,9,1,457
750,4,0,546
2900,6,1,421
5257,11,1,297
5290,13,1,212
600,4,1,495
1500,3,1,550
4200,9,1,419
4542,11,1,386
3317,7,1,533
1100,5,1,599
7900,19,1,367
500,4,0,-546
1951,4,1,390
2675,8,0,213
2500,7,1,405
6300,15,1,326
1084,3,1,298
543,2,1,373
6120,12,1,185
500,4,0,414
2299,7,1,352
500,2,1,314
4800,12,1,284
2000,6,1,649
10700,23,1,178
2230,5,1,484
3421,7,1,262
5296,11,1,353
4000,8,1,419
3250,9,1,374
3000,8,1,394
1301,5,1,320
2000,6,1,384
8000,18,1,364
6179,15,0,-387
1250,5,0,249
1000,2,1,374
6000,14,1,485
10890,23,1,462
5500,12,1,505
1000,2,1,453
1630,4,1,454
3423,9,1,350
1663,6,1,550
5693,11,1,394
5000,12,1,385
3423,9,1,415
543,2,1,277
10000,21,1,364
500,2,1,656
2500,5,1,123
400,2,1,435
869,4,1,336
11000,20,1,396
2500,7,1,486
5000,12,1,279
500,2,1,683
8500,19,0,400
815,4,1,610
700,4,1,615
1500,3,1,468
5135,12,1,366
5710,13,1,366
1301,5,1,520
3000,8,1,528
4000,10,1,418
1394,5,1,584
1311,5,1,405
2000,6,1,748
4500,12,1,151
58000,38,1,192
1000,2,1,468
4000,10,1,516
1700,6,1,329
1200,3,1,359
2000,4,1,449
9200,21,0,-438
7600,17,0,-269
500,4,0,-348
3000,8,1,271
18600,28,1,397
1500,3,1,335
2100,5,1,399
8800,19,0,208
1500,5,1,256
4700,11,1,369
2500,5,1,141
4000,8,1,340
4000,8,1,418
66700,44,1,287
5000,13,1,213
2000,6,1,199
3000,6,1,329
5000,12,1,236
24300,33,0,336
39400,38,1,260
2500,7,1,446
1500,5,1,295
4000,8,1,281
3250,7,1,405
4000,8,1,163
21800,32,1,238
4130,10,1,398
4000,10,0,-497
1000,4,1,309
3500,9,0,-527
2000,4,1,407
6500,15,1,419
2000,6,1,194
9000,20,1,339
2000,6,1,439
3000,8,0,57
2700,6,1,92
85500,45,1,270
4000,10,0,-501
3000,8,0,-567
1000,4,0,-454
71300,42,1,371
8500,20,0,-406
600,2,1,584
41050,36,1,244
4900,10,1,101
900,4,0,-83
7300,16,1,250
1500,3,1,281
1800,6,1,298
1000,4,0,-542
2500,5,1,372
10000,21,1,290
600,2,1,467
47900,38,1,274
1000,4,1,461
4000,10,1,-53
1300,5,1,338
3000,8,1,344
3000,6,1,481
4700,11,0,-275
6600,16,0,-201
9000,20,0,-478
10000,22,0,412
1500,5,0,205
1500,5,0,-202
4000,8,1,530
3000,8,1,454
4700,11,1,539
58000,38,1,212
40400,37,1,431
116100,53,1,178
5000,12,0,377
700,4,0,369
4000,10,1,38
3850,10,1,505
5550,13,1,451
8000,18,1,474
11100,21,1,532
1000,4,0,-479
1200,3,1,351
9250,20,1,384
5250,11,1,546
12200,22,1,532
7650,16,1,397
3500,9,1,395
43500,37,0,300
1500,5,1,683
2500,7,1,215
95400,52,1,453
4500,11,0,-346
12200,25,1,475
2000,4,1,385
2000,6,1,101
1500,5,1,491
5300,14,0,-426
3000,8,1,382
3500,9,1,508
1000,4,1,662
3000,8,1,472
1700,6,1,59
12200,25,1,515
5000,10,1,603
2000,6,1,625
5300,13,1,171
3000,6,1,436
42300,34,1,184
91200,50,0,-386
5000,12,1,505
2500,7,0,460
900,2,1,564
3000,6,1,385
1600,4,1,646
1000,4,0,-386
6200,12,1,448
71300,44,0,-382
71300,43,0,-330
4000,8,1,561
5000,10,1,431
1500,3,1,481
1500,5,1,417
6730,15,1,516
2000,6,0,328
73200,43,1,309
85500,48,1,-1
1500,5,1,510
40400,37,1,457
3000,8,1,213
2000,4,1,546
750,4,1,629
6500,16,1,454
2300,7,0,431
15800,25,1,341
10000,22,1,345
10000,21,1,374
3000,8,1,167
24300,31,1,441
27900,34,0,-343
111100,52,1,243
24300,32,1,374
1250,3,1,458
1000,4,0,474
2500,7,1,527
750,4,0,458
58000,41,0,219
10000,22,1,385
12200,24,0,305
6000,14,1,461
3000,8,1,322
30400,35,1,308
6000,12,1,384
4700,11,0,-326
1500,5,0,339
2000,6,0,381
8000,18,1,384
1000,4,0,-422
1000,2,1,563
85500,46,1,440
9200,20,0,608
1830,6,1,416
78400,45,0,277
5000,12,1,364
3000,8,0,302
3000,8,0,302
1000,4,0,-479
3500,9,1,405
2000,4,1,416
8000,18,1,384
1200,5,1,409
6000,14,1,350
6000,14,1,398
1000,2,1,532
7500,17,1,561
4000,10,1,453
6215,14,1,133
6000,12,1,463
5000,10,1,395
58000,40,0,-387
542,2,1,326
1667,6,1,567
2779,8,1,373
2303,5,1,434
1779,6,0,211
3000,8,1,535
1336,5,1,483
3000,8,1,367
1750,4,1,752
6000,12,1,-71
7500,17,1,485
3000,8,1,642
9000,20,1,405
2500,7,1,454
693,4,0,66
2330,7,1,511
1000,2,1,244
2000,6,1,475
10000,19,1,335
3000,8,0,136
1558,4,1,478
2000,6,0,468
1900,6,1,560
8000,18,1,444
1000,4,0,515
3400,9,1,385
2560,5,1,445
1850,6,0,403
4000,10,1,361
4000,10,1,453
2449,7,1,540
8200,17,1,505
500,4,1,428
5000,10,1,436
2000,6,0,560
500,4,1,681
1514,5,1,426
500,4,0,464
800,2,1,623
1650,6,1,288
2160,7,1,538
3000,8,1,471
10000,21,1,340
7500,18,1,384
5000,10,1,347
1700,6,1,645
3100,8,1,343
6500,15,1,433
1000,4,1,542
2000,4,1,412
1500,5,1,590
2000,6,1,489
6000,15,1,531
2000,6,1,454
543,4,1,487
1500,5,1,505
652,4,1,395
652,4,0,190
2000,4,1,665
4000,10,1,492
3150,7,1,550
600,2,1,427
800,4,1,511
1300,5,1,590
1000,4,1,413
6000,15,0,370
7000,16,1,364
1500,3,1,368
1000,4,0,-367
500,4,0,-417
3500,9,1,343
1500,5,1,458
9750,21,1,384
6300,15,1,546
2000,6,1,392
5858,13,1,503
3500,7,1,419
4200,12,1,370
1109,3,1,436
6000,15,1,322
1500,5,1,573
1000,2,1,646
3000,6,1,562
5000,10,1,453
6750,13,1,364
12000,21,1,405
800,4,1,541
3991,8,1,206
2000,4,1,402
11100,22,1,342
2329,7,1,502
500,4,0,152
2800,8,1,498
1000,4,1,453
1000,2,1,571
8533,19,1,192
7700,16,1,488
4707,12,1,274
1000,4,1,625
1000,2,1,573
1100,5,1,680
8000,18,1,385
1500,3,1,462
3000,8,1,502
8000,16,1,485
2000,6,1,481
3660,8,1,343
3000,8,1,513
2000,6,1,526
7000,17,1,512
1736,6,0,-474
2500,7,1,612
3600,9,1,518
6000,12,1,581
2874,8,1,184
3136,9,0,80
3991,10,0,-370
2750,6,1,550
869,4,0,-343
1200,5,0,546
5500,13,1,433
3000,8,1,482
4150,8,1,453
7500,17,1,433
3871,8,1,429
3000,8,1,510
6831,16,1,214
13592,25,0,-436
1350,5,1,498
7000,16,1,530
6000,12,1,357
1084,5,1,552
4000,10,1,510
1000,4,0,-506
1000,4,1,629
3000,6,1,651
10000,20,1,374
500,2,1,386
11000,22,1,528
6000,14,1,644
6350,16,1,359
2230,7,1,586
7500,16,1,421
1084,5,1,458
5591,11,1,429
500,4,1,746
800,4,1,597
2000,6,1,516
3000,8,1,505
2893,8,1,349
1200,3,1,368
2000,6,1,279
4000,10,0,-666
3500,7,1,447
8200,16,1,337
8000,16,1,426
18200,33,1,377
5000,12,1,302
4000,10,0,370
2200,7,1,427
7600,17,1,286
1400,5,0,51
1400,5,0,-616
10000,21,0,-610
2000,4,1,435
109800,52,1,238
1000,2,1,515
13800,26,1,149
3800,10,1,213
7000,14,1,271
600,4,1,422
45300,37,1,319
1000,4,0,370
1000,4,1,428
600,4,0,-546
1500,3,1,252
353,4,1,312
1500,5,1,434
2000,6,1,580
4500,11,1,533
5000,12,0,513
1700,6,0,259
3000,8,1,369
2000,6,1,454
2000,4,1,349
4000,10,1,403
8000,19,1,324
3000,8,1,416
3000,8,1,431
49300,38,1,351
6500,13,1,396
500,2,1,394
1200,3,1,415
2000,4,1,423
500,4,0,-359
1000,4,0,-517
2500,7,0,471
800,4,1,478
4000,10,0,285
1100,5,0,-603
24300,33,1,473
34900,35,1,479
10000,19,1,385
2500,7,0,543
5000,12,1,470
922,4,1,488
6722,15,1,357
8000,18,1,493
5700,13,1,426
1000,4,0,-393
4000,8,1,538
3000,8,1,500
6000,14,1,420
8000,16,1,505
9450,20,1,575
1000,4,0,-498
1800,6,0,-515
3000,6,1,386
2000,6,1,592
5200,12,1,451
4500,11,1,560
5000,12,1,472
2000,4,1,430
3312,9,1,361
1000,4,0,-612
1500,3,1,592
1000,4,1,265
1084,5,1,425
6500,13,1,505
6000,14,1,306
500,4,0,-521
3000,6,1,456
8000,18,1,458
3500,9,1,280
7800,17,1,462
4000,8,1,408
10000,19,1,434
5000,12,1,489
1663,6,1,400
540,4,1,363
2872,8,1,254
500,4,1,752
3500,9,1,473
4899,10,1,284
10000,22,0,176
3000,8,1,384
2000,4,1,541
4789,12,1,449
2500,7,0,-413
1500,3,1,412
543,4,1,334
6000,12,1,384
4561,11,1,389
2000,6,1,522
3500,9,1,592
4000,8,1,364
10808,22,1,305
1000,2,1,666
6000,14,1,405
2000,6,1,495
7700,16,1,485
900,4,0,161
5500,13,1,401
6400,15,1,482
1000,4,0,318
800,2,1,665
5000,12,0,-443
5000,10,1,513
6000,14,1,562
800,4,0,-443
6500,13,1,303
3000,8,0,381
600,4,0,-296
8219,19,1,370
1626,6,1,500
7500,17,1,547
700,4,0,-463
12000,22,1,-416
5750,13,1,559
8000,20,1,606
2217,7,1,525
6270,12,1,470
543,4,1,427
5000,12,1,515
65300,42,0,98
2500,7,1,266
3500,9,1,597
2500,7,0,476
1400,3,1,448
5000,10,1,429
71300,45,1,286
5500,13,0,-392
41050,35,1,258
9200,20,0,-468
500,4,0,-591
3000,8,1,320
30400,34,1,307
1000,4,0,-620
45300,37,1,221
4600,9,1,111
5700,11,1,570
2800,8,1,529
58000,40,1,275
8000,16,1,563
3900,10,1,535
19500,32,1,588
31600,37,1,425
7000,16,1,496
62400,42,1,411
9200,18,1,395
58000,41,0,-501
3800,10,1,462
4500,9,1,533
6100,13,1,525
450,2,1,570
7000,17,1,505
4540,11,1,232
6200,12,1,116
3500,7,1,441
1000,4,0,-176
4200,10,1,358
3200,7,1,455
2226,7,1,470
3500,9,1,602
6500,15,1,387
5000,13,0,247
4500,9,1,550
3000,8,1,454
15000,26,1,418
10000,19,1,288
800,4,0,348
3200,7,1,562
5000,12,1,383
4000,8,1,284
12872,22,1,259
9095,20,1,363
2000,6,0,-231
1084,5,1,554
540,4,1,351
5500,14,0,409
6500,15,1,413
6000,14,1,622
1115,5,0,-398
1084,5,1,522
1663,4,1,582
2230,7,1,468
2600,8,1,342
2230,7,1,556
2200,7,0,-228
4000,10,1,453
2230,7,0,-373
1200,5,0,-504
4000,10,0,224
6300,13,1,385
7000,16,1,505
2000,6,0,307
2000,6,1,335
5000,11,1,455
5000,12,1,636
5500,11,1,490
5693,13,1,487
24300,31,1,156
53700,44,0,55
53700,38,1,55
3600,9,0,364
29200,35,0,138
3000,8,0,113
3000,8,0,-701
1000,4,0,305
116100,53,0,-510
10000,21,0,26
3000,8,1,26
3000,8,0,205
6000,15,1,339
5000,10,1,371
18200,30,0,-431
10000,19,1,236
116100,55,0,129
3000,8,1,485
40400,38,1,29
30400,34,0,144
4500,12,0,56
1500,5,1,369
2500,5,1,146
4500,9,1,429
3000,6,1,302
2000,4,1,230
10000,21,1,256
5000,12,1,512
1500,5,0,-460
1500,5,0,-480
4700,11,1,249
3000,8,0,290
4500,11,0,134
2800,8,0,511
2000,6,1,390
8500,20,0,-511
2000,6,1,212
23450,34,1,206
43500,38,0,221
1500,5,0,287
10000,21,1,505
2500,7,0,426
20700,34,0,582
5500,14,0,78
2500,7,0,420
2000,6,0,398
2000,6,1,525
500,4,0,-470
3000,6,1,465
1400,5,1,504
3000,8,0,-513
6900,14,1,444
4000,10,0,-430
1400,5,1,363
3000,8,1,305
4200,9,1,304
13800,26,1,518
3000,8,1,523
7000,14,1,224
1800,6,1,386
4000,10,1,492
6000,12,1,535
500,4,0,-406
3000,8,1,581
10000,22,1,505
3000,8,0,-600
4200,11,1,418
5000,12,1,363
3500,9,0,395
6125,12,1,416
5000,12,0,46
4500,11,0,-393
4000,10,0,174
58000,40,1,336
1700,6,1,372
700,4,0,-520
4500,9,1,541
1000,2,1,542
6000,12,1,433
5000,12,0,-428
1300,5,1,294
140200,53,1,332
3000,8,1,402
5200,10,1,380
1500,3,1,461
3000,6,1,454
1000,4,0,-405
500,2,1,560
1000,4,0,-384
4000,10,1,454
2000,4,1,434
6000,12,1,510
6000,14,0,-421
1200,5,1,433
1000,2,1,478
1500,3,1,454
1000,2,1,421
2000,6,1,331
5000,10,1,454
8000,16,1,454
4000,10,1,494
7868,17,1,493
8000,18,1,255
2000,6,0,-473
7600,15,1,493
4000,8,1,270
2000,6,1,97
4000,8,1,571
4000,8,1,453
7000,17,1,416
2850,8,1,346
5000,11,1,195
60600,42,1,451
7000,14,1,374
1000,4,1,284
1000,2,1,275
1500,5,1,515
7800,15,1,542
5000,10,1,454
1750,4,1,242
700,4,1,399
78400,46,1,306
8800,19,1,433
50800,38,1,440
3000,6,1,101
500,4,1,568
10000,21,1,395
759,4,1,311
1000,4,1,595
1000,2,1,549
10000,19,1,455
1108,5,1,363
800,4,1,362
5000,12,0,505
4500,11,1,550
5000,13,0,401
4000,10,1,393
10000,21,1,364
9000,20,1,474
5684,14,1,329
3411,9,1,396
3800,10,1,548
4000,10,1,269
3000,8,0,-533
4000,10,0,142
5000,12,1,289
4207,11,1,372
6000,15,1,454
6000,12,1,344
3000,8,1,562
5000,12,1,531
1000,4,0,-435
1500,3,1,639
5500,13,0,250
10780,22,1,332
6000,15,1,364
6352,15,1,288
2500,5,1,454
9000,20,1,346
9000,20,1,485
7500,17,1,495
5395,13,1,408
4000,10,0,314
4548,9,1,349
500,4,1,620
3500,9,0,-463
1100,5,0,483
2000,6,1,460
3000,8,0,-401
5000,12,1,454
1600,6,0,130
2657,8,0,-373
10000,19,1,454
1671,6,1,571
1500,5,1,573
543,2,1,361
1000,2,1,474
9000,19,1,419
15000,24,1,433
3000,8,0,-376
3000,8,0,475
1109,3,1,470
3500,9,1,454
5700,13,1,535
8000,18,1,433
8000,18,1,362
4400,11,1,416
2100,5,1,216
5500,13,1,628
7500,17,0,171
3000,6,1,436
8500,20,1,288
8500,17,1,395
3000,8,0,142
7000,16,1,412
5000,12,0,433
3418,7,1,358
4300,9,1,532
3000,8,1,564
700,4,1,542
3500,9,1,560
300,3,1,495
600,2,1,567
9000,18,1,434
760,4,1,395
760,2,1,328
3000,8,1,540
5000,10,1,275
2500,7,1,381
12500,24,1,454
815,2,1,584
7500,18,1,339
1000,4,1,362
10500,23,0,-49
4000,10,1,462
5000,12,1,252
1500,3,1,512
750,4,0,-472
500,4,1,666
4400,11,0,218
500,4,0,-336
1200,5,1,542
800,2,1,212
3000,8,1,612
4000,10,1,424
2000,6,0,429
6000,14,1,405
5000,12,1,394
500,2,1,484
1084,3,1,214
1500,5,1,412
1115,3,1,420
2000,6,0,-121
2230,5,1,207
3000,8,1,711
5000,12,1,636
1000,4,1,583
1500,3,1,586
5500,13,1,594
7000,15,1,595
1800,6,1,694
5000,10,1,451
43500,38,1,210
8000,19,1,289
4000,10,1,336
2880,8,1,332
3000,8,0,-550
2000,4,1,402
3500,9,1,248
87700,46,1,319
8000,16,1,446
43500,37,1,48
105200,52,0,2
24300,35,1,359
9200,21,1,404
2000,6,0,131
2300,7,1,351
9200,18,1,289
2500,7,1,209
5500,12,1,322
2000,4,1,158
8400,18,0,-438
3000,8,1,260
1000,4,1,307
2500,7,1,278
4000,10,0,142
4200,11,1,345
18200,29,1,375
43500,37,1,-281
4700,9,1,401
2000,4,1,511
11550,23,1,280
4500,11,1,370
550,4,1,421
4700,11,1,364
9400,20,1,151
3850,8,1,286
2000,6,1,334
1000,2,1,335
5800,14,1,276
8900,19,1,302
1000,4,0,59
2500,5,1,426
9200,18,1,426
500,2,1,580
4700,11,1,163
49300,38,1,258
6500,15,1,498
1500,5,1,230
3500,7,1,374
6000,14,1,319
1000,2,1,368
4500,11,1,360
3000,6,1,322
2000,4,1,299
27500,33,1,286
9200,21,1,481
3000,8,1,584
1700,6,1,474
1500,5,1,562
1500,5,1,539
5000,10,1,504
6000,14,1,482
5000,10,1,545
4400,11,1,470
6000,15,1,474
1000,4,1,388
4000,8,1,591
19500,29,1,450
600,2,1,488
7600,17,1,531
1000,4,1,540
1000,2,1,495
10000,21,1,395
1000,4,1,384
9200,21,0,282
1000,2,1,265
8500,19,1,405
1000,4,1,364
6000,14,1,493
1500,3,1,656
5000,12,1,474
5000,12,1,410
7000,14,1,374
5600,13,1,433
2000,6,0,620
1000,2,1,557
43500,40,0,-428
1800,4,1,498
3800,10,1,440
10000,19,1,485
43500,39,1,177
7000,17,1,373
3000,6,1,498
3000,6,1,213
8400,16,1,321
12200,26,0,473
3000,8,1,543
46400,39,0,129
10000,19,1,305
2000,6,1,204
4200,9,1,487
4700,11,1,614
3000,8,1,561
7000,15,1,485
1500,3,1,584
5000,12,1,552
4700,9,1,479
500,4,0,168
6000,12,1,475
5000,12,1,506
500,4,1,570
2000,6,1,436
13900,26,1,470
5000,12,0,221
10000,19,1,561
7000,14,1,308
7000,16,0,-281
5400,11,1,462
1200,5,1,493
1000,4,1,238
5500,11,1,492
14600,27,1,539
2000,6,0,308
3000,6,1,421
58000,41,1,433
1000,4,1,433
3260,9,1,577
4500,11,1,485
6875,14,1,336
6200,14,1,364
7000,14,1,493
8500,19,1,364
3500,9,1,474
5000,12,1,384
3000,8,1,373
11100,23,1,512
1600,4,1,468
1500,5,1,471
10000,20,1,413
4500,9,1,501
9200,21,1,386
33800,35,0,233
7000,15,1,395
7800,17,1,349
30400,36,1,268
12200,23,1,581
4700,11,1,518
7000,17,0,442
3600,9,1,463
4000,10,1,290
3500,9,1,459
1500,3,1,380
1000,4,1,263
3000,8,1,436
6000,12,1,474
3000,8,1,292
6600,15,1,442
1800,6,0,325
7000,16,1,416
2500,5,1,474
2000,6,1,492
750,4,1,377
50800,39,1,114
4500,11,1,475
5000,12,1,322
9000,20,1,493
1000,4,1,593
2500,7,1,660
23200,32,1,560
24300,32,0,55
4000,10,1,374
2800,8,1,582
7000,15,1,315
4000,10,1,292
3000,6,1,570
6000,12,1,274
7500,15,1,485
58000,38,1,400
3000,8,1,462
10000,24,1,385
2000,4,1,385
1700,4,1,412
3500,9,1,343
3000,8,1,433
1000,4,1,433
5500,11,1,532
6600,15,0,326
1700,4,1,323
4500,11,1,482
1000,4,1,398
5672,13,1,397
4093,10,1,347
10000,22,1,405
5000,10,1,384
10000,23,1,599
10000,21,1,474
2000,4,1,362
1000,2,1,416
1500,5,1,496
3000,8,1,436
4000,10,1,474
10000,21,0,53
1500,5,1,441
9000,18,1,-27
10000,21,1,337
543,4,1,443
9000,21,1,505
8000,18,1,342
5000,12,1,505
8000,16,1,385
6806,15,1,309
3500,9,1,354
9000,20,1,384
10000,21,1,449
5000,12,1,370
1000,4,1,609
651,4,1,421
543,4,1,466
3411,7,1,136
4500,9,1,485
9000,18,1,453
2750,8,1,422
2000,4,1,415
3000,8,1,544
3000,8,1,474
10000,22,1,516
1600,4,1,516
3000,6,1,471
2226,5,1,532
2500,5,1,228
10000,22,1,236
5500,13,1,441
1500,5,1,205
6500,13,1,387
2200,5,1,385
1100,3,1,577
3000,6,1,543
500,2,1,611
5000,10,1,517
3185,9,1,442
6300,16,1,538
6500,14,1,433
5600,13,1,431
3000,8,0,-332
3000,8,1,523
1000,4,1,678
1100,5,1,571
1500,5,1,489
2400,5,1,492
5000,12,1,402
500,4,1,386
5070,10,1,384
6000,14,1,211
4600,11,1,471
5000,12,1,381
10000,19,1,385
15000,24,1,436
4000,8,1,305
1600,6,1,210
6000,15,1,342
8000,16,1,564
1500,5,1,474
3416,7,1,441
5000,10,1,540
4445,11,1,472
1500,3,1,526
3500,9,1,385
1084,5,1,451
4500,9,1,581
1200,3,1,385
2000,6,1,445
3400,9,1,453
3000,8,1,331
3000,6,1,446
2800,8,1,421
2500,8,1,433
4300,9,1,561
4600,9,1,444
4000,10,1,436
3500,9,0,-369
500,2,1,557
3000,8,1,433
1200,5,1,321
12000,23,1,485
500,4,1,456
3500,7,1,454
2300,5,1,543
4500,9,1,583
543,4,1,556
12000,23,1,433
1700,6,1,352
2800,8,1,416
2897,8,0,392
2500,5,1,388
3000,8,1,482
652,4,1,488
2313,5,1,420
3000,8,1,509
2000,6,1,502
2500,5,1,542
2000,6,0,507
3348,9,1,552
3500,9,1,278
4000,10,1,36
1500,5,1,370
1000,2,1,433
1000,4,1,248
11800,23,1,374
1500,3,1,436
3000,8,1,505
11300,23,1,381
13000,22,1,485
600,2,1,466
2898,8,1,254
2000,4,1,649
3000,8,1,456
5000,12,0,496
3870,8,1,474
1500,5,1,441
3900,10,1,331
3000,6,1,505
543,2,1,264
3000,6,1,513
2500,5,1,564
1000,2,1,571
2000,6,1,436
1725,6,1,443
2500,5,1,423
6500,13,1,433
4500,11,1,451
2000,4,1,625
2500,7,0,-334
2500,7,1,493
2230,5,1,422
7300,15,1,474
13000,25,1,453
5200,10,1,375
1000,4,1,503
1000,4,1,595
8000,18,1,364
2000,6,1,497
4472,11,0,226
3500,7,1,492
6000,14,1,395
3423,7,1,392
3100,6,1,433
2500,7,1,438
2000,6,1,680
10000,21,1,453
12000,22,1,505
1000,4,1,508
600,4,1,609
8000,18,1,431
7500,17,1,485
1000,4,1,505
5750,11,1,508
5000,10,1,332
15000,27,1,349
6000,14,1,385
8500,17,1,394
10000,21,1,454
4000,8,1,405
6000,14,1,470
1000,2,1,543
4500,9,1,343
10000,22,0,321
1500,5,1,536
7500,16,1,436
4000,11,1,436
5000,10,1,377
8000,19,1,385
3000,8,1,487
1000,2,1,536
543,2,1,361
3000,6,1,436
2700,6,1,586
1800,6,1,418
4000,11,0,487
6179,15,0,-352
4500,11,1,432
500,2,1,595
7500,18,1,507
1000,4,1,247
1100,5,1,475
4700,9,1,340
4000,10,0,-694
1200,5,1,237
50050,38,1,244
1000,4,0,494
139300,53,1,160
3600,9,1,359
2600,6,1,369
6000,12,1,290
45850,37,1,242
9000,19,1,277
4700,9,1,368
3000,8,1,310
45000,40,1,237
5700,13,1,471
8050,18,0,272
500,4,0,-653
4700,11,1,159
1000,4,1,307
3000,8,1,356
23200,34,0,246
7000,16,1,385
1800,4,1,453
18200,33,0,-348
10000,21,1,505
10000,22,1,471
23200,32,1,406
5400,13,1,543
500,4,0,-395
1500,5,1,311
1200,3,1,604
4700,9,1,361
3000,8,1,398
10000,21,1,343
5000,10,1,323
2000,4,1,472
2500,5,1,203
5500,13,1,438
7500,16,1,353
8000,17,1,481
5300,13,1,454
1050,3,1,458
29200,34,0,300
4000,10,1,115
6000,12,1,561
7000,16,0,336
4250,9,1,254
5400,11,1,431
1500,3,1,478
4000,10,1,372
4400,9,1,441
2500,7,0,228
1383,5,1,496
2300,5,1,429
1384,3,1,550
5150,12,0,473
4000,10,1,414
7500,17,1,551
1570,6,1,209
3000,8,1,229
5000,10,1,408
1084,5,1,503
1108,3,1,295
3979,10,1,280
4600,9,1,519
4500,11,1,530
1517,3,1,491
4200,11,1,535
500,4,0,-363
3000,8,0,-429
600,2,1,712
11500,23,1,326
10000,22,1,365
1000,4,1,369
2800,8,1,319
4873,12,1,306
9200,20,1,454
10000,22,1,413
4000,10,1,498
1700,6,1,409
5000,10,1,454
4000,8,1,388
8000,16,1,429
5000,12,1,454
1000,4,1,594
7000,14,1,361
5000,12,1,501
1084,5,1,464
4500,9,1,481
2000,4,1,367
4558,11,1,-9
1250,5,0,-462
1355,5,0,356
3231,9,1,297
3000,8,1,346
1100,3,1,474
1084,3,1,520
652,4,1,443
4000,10,1,138
3425,9,0,256
815,2,1,502
7000,14,1,232
500,2,1,502
784,2,1,326
5000,12,1,451
3649,10,0,410
6000,14,0,-471
4000,10,1,405
1000,4,1,385
2300,7,1,255
2000,6,0,-464
8000,19,1,86
1000,4,1,347
15000,24,1,341
6000,14,1,331
4564,9,1,265
1000,4,0,553
1000,2,1,563
1198,5,1,367
3750,8,1,396
500,4,1,560
12800,22,1,359
1090,5,1,437
